fiscal_year,agency_name,vendor_name,vendor_clean,vendor_zip,amount,fiscal_period,date,category
2023,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,CHRIST CHURCH NURSERY SCHOOL,CHRIST CHURCH NURSERY SCHOOL,21230,25000,1,2023 Jan 01 12:00:00 AM,S00
2023,STATE DEPARTMENT OF EDUCATION,CHRIST CHURCH NURSERY SCHOOL,CHRIST CHURCH NURSERY SCHOOL,21230,13468,1,2023 Jan 01 12:00:00 AM,R00
2024,IAC ON SCHOOL CONSTRUCTION - CAPITAL,CHRIST EPISCOPAL SCHOOL,CHRIST EPISCOPAL SCHOOL,20850,23542.59,1,2024 Jan 01 12:00:00 AM,614
2024,STATE DEPARTMENT OF EDUCATION,CHRIST EPISCOPAL SCHOOL,CHRIST EPISCOPAL SCHOOL,20850,12023.89,1,2024 Jan 01 12:00:00 AM,R00
2026,IAC ON SCHOOL CONSTRUCTION - CAPITAL,CHRIST EPISCOPAL SCHOOL,CHRIST EPISCOPAL SCHOOL,20850,25609.74,1,2026 Jan 01 12:00:00 AM,614
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,CHRIST EPISCOPAL SCHOOL PRESCHOOL AND EXTENDED DAY,CHRIST EPISCOPAL SCHOOL PRESCHOOL AND EXTENDED DAY,20850,43160,1,2021 Jan 01 12:00:00 AM,R00
2023,STATE DEPARTMENT OF EDUCATION,CHRIST EPISCOPAL SCHOOL PRESCHOOL AND EXTENDED DAY,CHRIST EPISCOPAL SCHOOL PRESCHOOL AND EXTENDED DAY,20850,31824,1,2023 Jan 01 12:00:00 AM,R00
2018,COMPTROLLER OF MARYLAND,CHRIST REFORMED CHURCH CEMETERY FUND,CHRIST REFORMED CHURCH CEMETERY FUND,21720,81573.76,1,2018 Jan 01 12:00:00 AM,Vendor Payment
2008,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,CHURCH LANE ELEM AM/PM CARE,CHURCH LANE ELEM AM/PM CARE,21117,500,1,2008 Jan 01 12:00:00 AM,Vendor Payment
2008,MARYLAND STATE DEPARTMENT OF EDUCATION,CHURCH LANE ELEM AM/PM CARE,CHURCH LANE ELEM AM/PM CARE,21244,27538.71,1,2008 Jan 01 12:00:00 AM,Vendor Payment
2012,MARYLAND STATE DEPARTMENT OF EDUCATION,CHURCH LANE ELEM AM/PM CARE,CHURCH LANE ELEM AM/PM CARE,21244,26604.95,1,2012 Jan 01 12:00:00 AM,Vendor Payment
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,CHURCH LANE ELEM AM/PM CARE,CHURCH LANE ELEM AM/PM CARE,21244,301414.97,1,2022 Jan 01 12:00:00 AM,R00
2024,IAC ON SCHOOL CONSTRUCTION - CAPITAL,CHURCH OF GOD (UNIVERSAL)INC,CHURCH OF GOD (UNIVERSAL)INC,21740,32755,1,2024 Jan 01 12:00:00 AM,614
2026,DEPARTMENT OF NATURAL RESOURCES-CAPITAL,CHURCH OF GUARDIAN ANGEL,CHURCH OF GUARDIAN ANGEL,21211,44479.6,1,2026 Jan 01 12:00:00 AM,605
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,CHURCH OF THE BRETHREN LEARNING  CENTER,CHURCH OF THE BRETHREN LEARNING  CENTER,21701,83844,1,2022 Jan 01 12:00:00 AM,R00
2023,STATE DEPARTMENT OF EDUCATION,CHURCH OF THE BRETHREN LEARNING  CENTER,CHURCH OF THE BRETHREN LEARNING  CENTER,21701,35764,1,2023 Jan 01 12:00:00 AM,R00
2026,STATE DEPARTMENT OF EDUCATION,CHURCH OF THE BRETHREN OF FREDERICK,CHURCH OF THE BRETHREN OF FREDERICK,21701,51460,1,2026 Jan 01 12:00:00 AM,R00
2023,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,CHURCH OF THE GOOD SHEPHERD,CHURCH OF THE GOOD SHEPHERD,21903,28188,1,2023 Jan 01 12:00:00 AM,614
2023,STATE DEPARTMENT OF EDUCATION,CHURCH OF THE GOOD SHEPHERD,CHURCH OF THE GOOD SHEPHERD,21903,2590.2,1,2023 Jan 01 12:00:00 AM,R00
2024,IAC ON SCHOOL CONSTRUCTION - CAPITAL,CHURCH OF THE GOOD SHEPHERD,CHURCH OF THE GOOD SHEPHERD,21903,20040,1,2024 Jan 01 12:00:00 AM,614
2024,STATE DEPARTMENT OF EDUCATION,CHURCH OF THE GOOD SHEPHERD,CHURCH OF THE GOOD SHEPHERD,21903,8918.76,1,2024 Jan 01 12:00:00 AM,R00
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,CHURCHVILLE PRESBYTERIAN NURSERY & DAY CARE,CHURCHVILLE PRESBYTERIAN NURSERY & DAY CARE,21028,42685,1,2021 Jan 01 12:00:00 AM,R00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,CHURCHVILLE PRESBYTERIAN NURSERY & DAY CARE,CHURCHVILLE PRESBYTERIAN NURSERY & DAY CARE,21028,87730,1,2022 Jan 01 12:00:00 AM,R00
2023,STATE DEPARTMENT OF EDUCATION,CHURCHVILLE PRESBYTERIAN NURSERY & DAY CARE,CHURCHVILLE PRESBYTERIAN NURSERY & DAY CARE,21028,63834.97,1,2023 Jan 01 12:00:00 AM,R00
2024,STATE DEPARTMENT OF EDUCATION,CHURCHVILLE PRESBYTERIAN NURSERY & DAY CARE,CHURCHVILLE PRESBYTERIAN NURSERY & DAY CARE,21028,60219.92,1,2024 Jan 01 12:00:00 AM,R00
2025,STATE DEPARTMENT OF EDUCATION,CHURCHVILLE PRESBYTERIAN NURSERY & DAY CARE,CHURCHVILLE PRESBYTERIAN NURSERY & DAY CARE,21028,125877,1,2025 Jan 01 12:00:00 AM,R00
2026,STATE DEPARTMENT OF EDUCATION,CHURCHVILLE PRESBYTERIAN NURSERY & DAY CARE,CHURCHVILLE PRESBYTERIAN NURSERY & DAY CARE,21028,56868.76,1,2026 Jan 01 12:00:00 AM,R00
2024,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,COLLEGE CREEK CHURCH,COLLEGE CREEK CHURCH,21401,26700,1,2024 Jan 01 12:00:00 AM,S00
2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,COLLINGTON EPISCOPAL LIFE CARE,COLLINGTON EPISCOPAL LIFE CARE,20716,52172.5,1,2009 Jan 01 12:00:00 AM,Vendor Payment
2011,DHMH-GENERAL ACCOUNTING,COLLINGTON EPISCOPAL LIFE CARE,COLLINGTON EPISCOPAL LIFE CARE,20716,65692.01,1,2011 Jan 01 12:00:00 AM,Vendor Payment
2012,DHMH-GENERAL ACCOUNTING,COLLINGTON EPISCOPAL LIFE CARE,COLLINGTON EPISCOPAL LIFE CARE,20716,55493.52,1,2012 Jan 01 12:00:00 AM,Vendor Payment
2013,DHMH-GENERAL ACCOUNTING,COLLINGTON EPISCOPAL LIFE CARE,COLLINGTON EPISCOPAL LIFE CARE,20716,82891.2,1,2013 Jan 01 12:00:00 AM,Vendor Payment
2014,DHMH-GENERAL ACCOUNTING,COLLINGTON EPISCOPAL LIFE CARE,COLLINGTON EPISCOPAL LIFE CARE,20716,174393.15,1,2014 Jan 01 12:00:00 AM,Vendor Payment
2015,DHMH-GENERAL ACCOUNTING,COLLINGTON EPISCOPAL LIFE CARE,COLLINGTON EPISCOPAL LIFE CARE,20716,70961.68,1,2015 Jan 01 12:00:00 AM,Vendor Payment
2016,DHMH-GENERAL ACCOUNTING,COLLINGTON EPISCOPAL LIFE CARE,COLLINGTON EPISCOPAL LIFE CARE,20716,109042.3,1,2016 Jan 01 12:00:00 AM,Vendor Payment
2017,"MARYLAND DEPARTMENT OF HEALTH, MDH",COLLINGTON EPISCOPAL LIFE CARE,COLLINGTON EPISCOPAL LIFE CARE,20721,97719.16,1,2017 Jan 01 12:00:00 AM,Vendor Payment
2018,"MARYLAND DEPARTMENT OF HEALTH, MDH",COLLINGTON EPISCOPAL LIFE CARE,COLLINGTON EPISCOPAL LIFE CARE,20721,124648.67,1,2018 Jan 01 12:00:00 AM,Vendor Payment
2020,"MARYLAND DEPARTMENT OF HEALTH, MDH",COLLINGTON EPISCOPAL LIFE CARE,COLLINGTON EPISCOPAL LIFE CARE,20721,141819.34,1,2020 Jan 01 12:00:00 AM,M00
2023,MARYLAND DEPARTMENT OF HEALTH,COLLINGTON EPISCOPAL LIFE CARE,COLLINGTON EPISCOPAL LIFE CARE,20721,53187.92,1,2023 Jan 01 12:00:00 AM,M00
2023,STATE DEPARTMENT OF EDUCATION,COLLINGTON EPISCOPAL LIFE CARE,COLLINGTON EPISCOPAL LIFE CARE,20721,15,1,2023 Jan 01 12:00:00 AM,R00
2010,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,COLLINGTON EPISCOPAL LIFE CARE COMMUNITY INC,COLLINGTON EPISCOPAL LIFE CARE COMMUNITY INC,20716,80480.83,1,2010 Jan 01 12:00:00 AM,Vendor Payment
2010,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,COLLINGTON EPISCOPAL LIFE CARE COMMUNITY INC,COLLINGTON EPISCOPAL LIFE CARE COMMUNITY INC,20721,400,1,2010 Jan 01 12:00:00 AM,Vendor Payment
2025,DEPARTMENT OF EMERGENCY MANAGEMENT,COMMUNITY CHRISTIAN CHURCH OF MARYLAND,COMMUNITY CHRISTIAN CHURCH OF MARYLAND,21236,239818.36,1,2025 Jan 01 12:00:00 AM,D52
2013,MARYLAND STATE DEPARTMENT OF EDUCATION,COMMUNITY CHURCH AT OCEAN PINES,COMMUNITY CHURCH AT OCEAN PINES,21811,29623.33,1,2013 Jan 01 12:00:00 AM,Vendor Payment
2014,MARYLAND STATE DEPARTMENT OF EDUCATION,COMMUNITY CHURCH AT OCEAN PINES,COMMUNITY CHURCH AT OCEAN PINES,21811,27643.27,1,2014 Jan 01 12:00:00 AM,Vendor Payment
2015,MARYLAND STATE DEPARTMENT OF EDUCATION,COMMUNITY CHURCH AT OCEAN PINES,COMMUNITY CHURCH AT OCEAN PINES,21811,30478.59,1,2015 Jan 01 12:00:00 AM,Vendor Payment
2016,DEPARTMENT OF THE ENVIRONMENT,COMMUNITY CHURCH AT OCEAN PINES,COMMUNITY CHURCH AT OCEAN PINES,21811,46034.27,1,2016 Jan 01 12:00:00 AM,Vendor Payment
2016,MARYLAND STATE DEPARTMENT OF EDUCATION,COMMUNITY CHURCH AT OCEAN PINES,COMMUNITY CHURCH AT OCEAN PINES,21811,46610.23,1,2016 Jan 01 12:00:00 AM,Vendor Payment
2017,DEPARTMENT OF THE ENVIRONMENT,COMMUNITY CHURCH AT OCEAN PINES,COMMUNITY CHURCH AT OCEAN PINES,21811,107570,1,2017 Jan 01 12:00:00 AM,Vendor Payment
2017,MARYLAND STATE DEPARTMENT OF EDUCATION,COMMUNITY CHURCH AT OCEAN PINES,COMMUNITY CHURCH AT OCEAN PINES,21811,38768.9,1,2017 Jan 01 12:00:00 AM,Vendor Payment
2019,MARYLAND STATE DEPARTMENT OF EDUCATION,COMMUNITY CHURCH AT OCEAN PINES,COMMUNITY CHURCH AT OCEAN PINES,21811,33588.71,1,2019 Jan 01 12:00:00 AM,Vendor Payment
2020,MARYLAND STATE DEPARTMENT OF EDUCATION,COMMUNITY CHURCH AT OCEAN PINES,COMMUNITY CHURCH AT OCEAN PINES,21811,212477.8,1,2020 Jan 01 12:00:00 AM,R00
2021,DEPARTMENT OF COMMERCE,COMMUNITY CHURCH AT OCEAN PINES,COMMUNITY CHURCH AT OCEAN PINES,21811,10000,1,2021 Jan 01 12:00:00 AM,T00
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,COMMUNITY CHURCH AT OCEAN PINES,COMMUNITY CHURCH AT OCEAN PINES,21811,238310.37,1,2021 Jan 01 12:00:00 AM,R00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,COMMUNITY CHURCH AT OCEAN PINES,COMMUNITY CHURCH AT OCEAN PINES,21811,351493.67,1,2022 Jan 01 12:00:00 AM,R00
2023,STATE DEPARTMENT OF EDUCATION,COMMUNITY CHURCH AT OCEAN PINES,COMMUNITY CHURCH AT OCEAN PINES,21811,327651.38,1,2023 Jan 01 12:00:00 AM,R00
2024,STATE DEPARTMENT OF EDUCATION,COMMUNITY CHURCH AT OCEAN PINES,COMMUNITY CHURCH AT OCEAN PINES,21811,355555.4,1,2024 Jan 01 12:00:00 AM,R00
2025,STATE DEPARTMENT OF EDUCATION,COMMUNITY CHURCH AT OCEAN PINES,COMMUNITY CHURCH AT OCEAN PINES,21811,447262.44,1,2025 Jan 01 12:00:00 AM,R00
2026,STATE DEPARTMENT OF EDUCATION,COMMUNITY CHURCH AT OCEAN PINES,COMMUNITY CHURCH AT OCEAN PINES,21811,246578.36,1,2026 Jan 01 12:00:00 AM,R00
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,COMMUNITY CHURCH OF OCEAN PINE,COMMUNITY CHURCH OF OCEAN PINE,21811,48354.7,1,2010 Jan 01 12:00:00 AM,Vendor Payment
2011,MARYLAND STATE DEPARTMENT OF EDUCATION,COMMUNITY CHURCH OF OCEAN PINE,COMMUNITY CHURCH OF OCEAN PINE,21811,49631.32,1,2011 Jan 01 12:00:00 AM,Vendor Payment
2012,MARYLAND STATE DEPARTMENT OF EDUCATION,COMMUNITY CHURCH OF OCEAN PINE,COMMUNITY CHURCH OF OCEAN PINE,21811,40486.35,1,2012 Jan 01 12:00:00 AM,Vendor Payment
2021,DEPARTMENT OF COMMERCE,COMMUNITY UNITED METHODIST CHILD DEVELOPMENT CENTE,COMMUNITY UNITED METHODIST CHILD DEVELOPMENT CENTE,21114,10000,1,2021 Jan 01 12:00:00 AM,T00
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,COMMUNITY UNITED METHODIST CHILD DEVELOPMENT CENTE,COMMUNITY UNITED METHODIST CHILD DEVELOPMENT CENTE,21114,38950,1,2021 Jan 01 12:00:00 AM,R00
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,COMMUNITY UNITED METHODIST CHILD DEVELOPMENT CENTE,COMMUNITY UNITED METHODIST CHILD DEVELOPMENT CENTE,21114,70000,1,2022 Jan 01 12:00:00 AM,R00
2023,STATE DEPARTMENT OF EDUCATION,COMMUNITY UNITED METHODIST CHILD DEVELOPMENT CENTE,COMMUNITY UNITED METHODIST CHILD DEVELOPMENT CENTE,21114,33583,1,2023 Jan 01 12:00:00 AM,R00
2024,GOV OFFICE CRIME PREVENTION AND POLICY,CONGREGATION ARIEL RUSSIAN COMMUNITY SYNAGOGUE INC,CONGREGATION ARIEL RUSSIAN COMMUNITY SYNAGOGUE INC,21208,39310,1,2024 Jan 01 12:00:00 AM,D21
2025,DEPARTMENT OF EMERGENCY MANAGEMENT,CONGREGATION ARIEL RUSSIAN COMMUNITY SYNAGOGUE INC,CONGREGATION ARIEL RUSSIAN COMMUNITY SYNAGOGUE INC,21208,76934.78,1,2025 Jan 01 12:00:00 AM,D52
2025,GOV OFFICE CRIME PREVENTION AND POLICY,CONGREGATION ARIEL RUSSIAN COMMUNITY SYNAGOGUE INC,CONGREGATION ARIEL RUSSIAN COMMUNITY SYNAGOGUE INC,21208,28690,1,2025 Jan 01 12:00:00 AM,D21
2026,DEPARTMENT OF EMERGENCY MANAGEMENT,CONGREGATION ARIEL RUSSIAN COMMUNITY SYNAGOGUE INC,CONGREGATION ARIEL RUSSIAN COMMUNITY SYNAGOGUE INC,21208,37332,1,2026 Jan 01 12:00:00 AM,D52
2023,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,COVENANT LIFE CHURCH INC,COVENANT LIFE CHURCH INC,20877,25000,1,2023 Jan 01 12:00:00 AM,S00
2024,MARYLAND ENERGY ADMINISTRATION,COVENANT LIFE CHURCH INC,COVENANT LIFE CHURCH INC,20877,299996,1,2024 Jan 01 12:00:00 AM,D13
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,COVENANT UNITED METHODIST TERRIFIC TWO'S PROGRAM,COVENANT UNITED METHODIST TERRIFIC TWO'S PROGRAM,20886,31000,1,2022 Jan 01 12:00:00 AM,R00
2023,"CRIME PREVENTION, YOUTH & VICTIM SRVCS",CROSS CREEK APOSTOLIC CHURCH,CROSS CREEK APOSTOLIC CHURCH,20705,48574.82,1,2023 Jan 01 12:00:00 AM,D21
2024,GOV OFFICE CRIME PREVENTION AND POLICY,CROSS CREEK APOSTOLIC CHURCH,CROSS CREEK APOSTOLIC CHURCH,20705,53582.79,1,2024 Jan 01 12:00:00 AM,D21
2016,MARYLAND STATE DEPARTMENT OF EDUCATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,24025.08,1,2016 Jan 01 12:00:00 AM,Vendor Payment
2016,MARYLAND TRANSIT ADMINISTRATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,29350,1,2016 Jan 01 12:00:00 AM,Vendor Payment
2017,MARYLAND STATE DEPARTMENT OF EDUCATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20658,10666.87,1,2017 Jan 01 12:00:00 AM,Vendor Payment
2017,MARYLAND TRANSIT ADMINISTRATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,28125,1,2017 Jan 01 12:00:00 AM,Vendor Payment
2018,MARYLAND STATE DEPARTMENT OF EDUCATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20658,11446.73,1,2018 Jan 01 12:00:00 AM,Vendor Payment
2018,MARYLAND TRANSIT ADMINISTRATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,28425,1,2018 Jan 01 12:00:00 AM,Vendor Payment
2019,MARYLAND STATE DEPARTMENT OF EDUCATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,12606.2,1,2019 Jan 01 12:00:00 AM,Vendor Payment
2019,MARYLAND TRANSIT ADMINISTRATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,25568,1,2019 Jan 01 12:00:00 AM,Vendor Payment
2020,MARYLAND STATE DEPARTMENT OF EDUCATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,60710.8,1,2020 Jan 01 12:00:00 AM,R00
2020,MARYLAND TRANSIT ADMINISTRATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,28119,1,2020 Jan 01 12:00:00 AM,J05
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,15294.58,1,2021 Jan 01 12:00:00 AM,R00
2021,MARYLAND TRANSIT ADMINISTRATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,42559.92,1,2021 Jan 01 12:00:00 AM,J05
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,134.62,1,2022 Jan 01 12:00:00 AM,R00
2022,MARYLAND TRANSIT ADMINISTRATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,47956.2,1,2022 Jan 01 12:00:00 AM,J05
2023,MARYLAND TRANSIT ADMINISTRATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,49410.67,1,2023 Jan 01 12:00:00 AM,J05
2023,STATE DEPARTMENT OF EDUCATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,81.56,1,2023 Jan 01 12:00:00 AM,R00
2024,MARYLAND TRANSIT ADMINISTRATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,48697.65,1,2024 Jan 01 12:00:00 AM,J05
2025,MARYLAND TRANSIT ADMINISTRATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,53965.78,1,2025 Jan 01 12:00:00 AM,J05
2026,MARYLAND TRANSIT ADMINISTRATION,CROSSROAD CHRISTIAN CHURCH,CROSSROAD CHRISTIAN CHURCH,20685,32552.42,1,2026 Jan 01 12:00:00 AM,J05
2009,MARYLAND STATE DEPARTMENT OF EDUCATION,CROSSROAD CHRISTIAN CHURCH INC,CROSSROAD CHRISTIAN CHURCH INC,20685,23356.03,1,2009 Jan 01 12:00:00 AM,Vendor Payment
2009,MARYLAND TRANSIT ADMINISTRATION,CROSSROAD CHRISTIAN CHURCH INC,CROSSROAD CHRISTIAN CHURCH INC,20685,29250,1,2009 Jan 01 12:00:00 AM,Vendor Payment
2010,MARYLAND STATE DEPARTMENT OF EDUCATION,CROSSROAD CHRISTIAN CHURCH INC,CROSSROAD CHRISTIAN CHURCH INC,20685,18917.53,1,2010 Jan 01 12:00:00 AM,Vendor Payment
2010,MARYLAND TRANSIT ADMINISTRATION,CROSSROAD CHRISTIAN CHURCH INC,CROSSROAD CHRISTIAN CHURCH INC,20685,30180,1,2010 Jan 01 12:00:00 AM,Vendor Payment
2011,MARYLAND STATE DEPARTMENT OF EDUCATION,CROSSROAD CHRISTIAN CHURCH INC,CROSSROAD CHRISTIAN CHURCH INC,20685,45888,1,2011 Jan 01 12:00:00 AM,Vendor Payment
2011,MARYLAND TRANSIT ADMINISTRATION,CROSSROAD CHRISTIAN CHURCH INC,CROSSROAD CHRISTIAN CHURCH INC,20685,33330,1,2011 Jan 01 12:00:00 AM,Vendor Payment
2025,DEPARTMENT OF EMERGENCY MANAGEMENT,CROSSROADS APOSTOLIC CHURCH INC.,CROSSROADS APOSTOLIC CHURCH INC.,20695,75000,1,2025 Jan 01 12:00:00 AM,D52
2026,GOV OFFICE CRIME PREVENTION AND POLICY,CROSSROADS APOSTOLIC CHURCH INC.,CROSSROADS APOSTOLIC CHURCH INC.,20695,45320,1,2026 Jan 01 12:00:00 AM,D21
2021,"MARYLAND DEPARTMENT OF HEALTH, MDH",CROSSROADS COMMUNITY CHURCH OF CARROLL COUNTY,CROSSROADS COMMUNITY CHURCH OF CARROLL COUNTY,21074,42380.87,1,2021 Jan 01 12:00:00 AM,M00
2011,MARYLAND OFFICE OF PLANNING,"CUMBERLAND FIRST CHRISTIAN CHURCH,DISCIPLES OF CH","CUMBERLAND FIRST CHRISTIAN CHURCH,DISCIPLES OF CH",21502,41335.8,1,2011 Jan 01 12:00:00 AM,Vendor Payment
2015,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,DEMATHA CATHOLIC HIGH SCHOOL,DEMATHA CATHOLIC HIGH SCHOOL,20781,30940,1,2015 Jan 01 12:00:00 AM,Vendor Payment
2018,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,DEMATHA CATHOLIC HIGH SCHOOL,DEMATHA CATHOLIC HIGH SCHOOL,20781,27132,1,2018 Jan 01 12:00:00 AM,Vendor Payment
2020,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,DEMATHA CATHOLIC HIGH SCHOOL,DEMATHA CATHOLIC HIGH SCHOOL,20781,77880.89,1,2020 Jan 01 12:00:00 AM,614
2021,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,DEMATHA CATHOLIC HIGH SCHOOL,DEMATHA CATHOLIC HIGH SCHOOL,20781,68845,1,2021 Jan 01 12:00:00 AM,614
2021,MARYLAND STATE DEPARTMENT OF EDUCATION,DEMATHA CATHOLIC HIGH SCHOOL,DEMATHA CATHOLIC HIGH SCHOOL,20781,161788.12,1,2021 Jan 01 12:00:00 AM,R00
2022,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,DEMATHA CATHOLIC HIGH SCHOOL,DEMATHA CATHOLIC HIGH SCHOOL,20781,22923,1,2022 Jan 01 12:00:00 AM,614
2022,MARYLAND STATE DEPARTMENT OF EDUCATION,DEMATHA CATHOLIC HIGH SCHOOL,DEMATHA CATHOLIC HIGH SCHOOL,20781,4499.8,1,2022 Jan 01 12:00:00 AM,R00
2023,DEPARTMENT OF GENERAL SERVICES- CAPITAL,DEMATHA CATHOLIC HIGH SCHOOL,DEMATHA CATHOLIC HIGH SCHOOL,20781,717923,1,2023 Jan 01 12:00:00 AM,602
2023,IAC PUBLIC SCHOOL CONSTRUCTION -CAPITAL,DEMATHA CATHOLIC HIGH SCHOOL,DEMATHA CATHOLIC HIGH SCHOOL,20781,42600,1,2023 Jan 01 12:00:00 AM,614
2024,STATE DEPARTMENT OF EDUCATION,DEMATHA CATHOLIC HIGH SCHOOL,DEMATHA CATHOLIC HIGH SCHOOL,20781,41614.26,1,2024 Jan 01 12:00:00 AM,R00
2025,DEPARTMENT OF GENERAL SERVICES- CAPITAL,DEMATHA CATHOLIC HIGH SCHOOL,DEMATHA CATHOLIC HIGH SCHOOL,20781,482077,1,2025 Jan 01 12:00:00 AM,602
2025,IAC ON SCHOOL CONSTRUCTION - CAPITAL,DEMATHA CATHOLIC HIGH SCHOOL,DEMATHA CATHOLIC HIGH SCHOOL,20781,20040,1,2025 Jan 01 12:00:00 AM,614
2025,STATE DEPARTMENT OF EDUCATION,DEMATHA CATHOLIC HIGH SCHOOL,DEMATHA CATHOLIC HIGH SCHOOL,20781,51740,1,2025 Jan 01 12:00:00 AM,R00
2026,STATE DEPARTMENT OF EDUCATION,DEMATHA CATHOLIC HIGH SCHOOL,DEMATHA CATHOLIC HIGH SCHOOL,20781,52780,1,2026 Jan 01 12:00:00 AM,R00
2022,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,DENTON CHURCH OF FREE SEVENTH DAY ADVENTIST,DENTON CHURCH OF FREE SEVENTH DAY ADVENTIST,21629,30000,1,2022 Jan 01 12:00:00 AM,S00
2022,"MARYLAND DEPARTMENT OF HEALTH, MDH",DENTON CHURCH OF FREE SEVENTH DAY ADVENTIST,DENTON CHURCH OF FREE SEVENTH DAY ADVENTIST,21629,1800,1,2022 Jan 01 12:00:00 AM,M00
2013,DHMH-GENERAL ACCOUNTING,DIAKON LUTHERAN SENIOR LIVING SERVICES MARYLAND,DIAKON LUTHERAN SOCIAL MINISTRIES,21742,145952.87,1,2013 Jan 01 12:00:00 AM,Vendor Payment
2014,DEPARTMENT OF HUMAN RESOURCES,DIAKON LUTHERAN SENIOR LIVING SERVICES MARYLAND,DIAKON LUTHERAN SOCIAL MINISTRIES,21742,165,1,2014 Jan 01 12:00:00 AM,Vendor Payment
2014,DHMH-GENERAL ACCOUNTING,DIAKON LUTHERAN SENIOR LIVING SERVICES MARYLAND,DIAKON LUTHERAN SOCIAL MINISTRIES,21742,2337958.03,1,2014 Jan 01 12:00:00 AM,Vendor Payment
2015,DEPARTMENT OF HUMAN RESOURCES,DIAKON LUTHERAN SENIOR LIVING SERVICES MARYLAND,DIAKON LUTHERAN SOCIAL MINISTRIES,21742,412.5,1,2015 Jan 01 12:00:00 AM,Vendor Payment
2015,DHMH-GENERAL ACCOUNTING,DIAKON LUTHERAN SENIOR LIVING SERVICES MARYLAND,DIAKON LUTHERAN SOCIAL MINISTRIES,21742,2474220.12,1,2015 Jan 01 12:00:00 AM,Vendor Payment
2016,DHMH-GENERAL ACCOUNTING,DIAKON LUTHERAN SENIOR LIVING SERVICES MARYLAND,DIAKON LUTHERAN SOCIAL MINISTRIES,21742,2131918.81,1,2016 Jan 01 12:00:00 AM,Vendor Payment
2017,"MARYLAND DEPARTMENT OF HEALTH, MDH",DIAKON LUTHERAN SENIOR LIVING SERVICES MARYLAND,DIAKON LUTHERAN SOCIAL MINISTRIES,21742,2184040.56,1,2017 Jan 01 12:00:00 AM,Vendor Payment
